"DateTime";"grid (77) (kw)";"solar (77) (kw)"
"2018-05-15 01:00:00";1,281;-0,006
"2018-05-15 01:15:00";0,579;-0,006
"2018-05-15 01:30:00";1,25;-0,007
"2018-05-15 01:45:00";1,223;-0,007
"2018-05-15 02:00:00";0,64;-0,005
"2018-05-15 02:15:00";1,061;-0,006
"2018-05-15 02:30:00";1,213;-0,006
"2018-05-15 02:45:00";0,291;-0,007
"2018-05-15 03:00:00";1,01;-0,007
"2018-05-15 03:15:00";0,43;-0,006
"2018-05-15 03:30:00";1,118;-0,006
"2018-05-15 03:45:00";0,416;-0,006
"2018-05-15 04:00:00";0,347;-0,006
"2018-05-15 04:15:00";0,893;-0,007
"2018-05-15 04:30:00";0,382;-0,006
"2018-05-15 04:45:00";0,433;-0,006
"2018-05-15 05:00:00";0,417;-0,006
"2018-05-15 05:15:00";0,396;-0,006
"2018-05-15 05:30:00";0,248;-0,007
"2018-05-15 05:45:00";0,323;-0,006
"2018-05-15 06:00:00";0,569;-0,005
"2018-05-15 06:15:00";0,58;-0,006
"2018-05-15 06:30:00";0,837;-0,005
"2018-05-15 06:45:00";0,896;0,02
"2018-05-15 07:00:00";1,254;0,05
"2018-05-15 07:15:00";0,977;0,083
"2018-05-15 07:30:00";0,803;0,152
"2018-05-15 07:45:00";0,698;0,196
"2018-05-15 08:00:00";1,024;0,251
"2018-05-15 08:15:00";1,233;0,307
"2018-05-15 08:30:00";0,591;0,336
"2018-05-15 08:45:00";1,201;0,457
"2018-05-15 09:00:00";0,969;0,803
"2018-05-15 09:15:00";0,666;1,046
"2018-05-15 09:30:00";0,361;1,038
"2018-05-15 09:45:00";1,168;1,048
"2018-05-15 10:00:00";-0,143;1,039
"2018-05-15 10:15:00";2,281;0,963
"2018-05-15 10:30:00";0,533;1,215
"2018-05-15 10:45:00";-0,519;1,384
"2018-05-15 11:00:00";1,219;1,48
"2018-05-15 11:15:00";-0,344;1,791
"2018-05-15 11:30:00";1,228;1,839
"2018-05-15 11:45:00";2,393;1,847
"2018-05-15 12:00:00";2,574;1,612
"2018-05-15 12:15:00";2,013;1,937
"2018-05-15 12:30:00";2,15;1,683
"2018-05-15 12:45:00";0,519;1,826
"2018-05-15 13:00:00";2,604;1,499
"2018-05-15 13:15:00";2,382;1,743
"2018-05-15 13:30:00";2,551;1,462
"2018-05-15 13:45:00";2,68;1,319
"2018-05-15 14:00:00";2,682;1,365
"2018-05-15 14:15:00";1,49;2,55
"2018-05-15 14:30:00";2,191;1,954
"2018-05-15 14:45:00";1,706;2,436
"2018-05-15 15:00:00";2,563;1,485
"2018-05-15 15:15:00";2,763;1,278
"2018-05-15 15:30:00";2,033;2,054
"2018-05-15 15:45:00";2,374;1,715
"2018-05-15 16:00:00";2,281;1,883
"2018-05-15 16:15:00";2,47;1,678
"2018-05-15 16:30:00";2,626;1,408
"2018-05-15 16:45:00";1,098;1,371
"2018-05-15 17:00:00";3,309;0,77
"2018-05-15 17:15:00";3,158;1,022
"2018-05-15 17:30:00";3,351;0,861
"2018-05-15 17:45:00";3,487;0,688
"2018-05-15 18:00:00";3,734;0,394
"2018-05-15 18:15:00";4,032;0,231
"2018-05-15 18:30:00";4,083;0,15
"2018-05-15 18:45:00";4,356;0,055
"2018-05-15 19:00:00";4,352;0,005
"2018-05-15 19:15:00";4,425;-0,013
"2018-05-15 19:30:00";4,441;-0,009
"2018-05-15 19:45:00";4,502;-0,009
"2018-05-15 20:00:00";4,565;-0,009
"2018-05-15 20:15:00";4,516;-0,009
"2018-05-15 20:30:00";4,54;-0,008
"2018-05-15 20:45:00";4,403;-0,008
"2018-05-15 21:00:00";4,343;-0,009
"2018-05-15 21:15:00";4,321;-0,009
"2018-05-15 21:30:00";4,292;-0,009
"2018-05-15 21:45:00";3,153;-0,007
"2018-05-15 22:00:00";3,138;-0,007
"2018-05-15 22:15:00";3,845;-0,006
"2018-05-15 22:30:00";3,71;-0,005
"2018-05-15 22:45:00";3,699;-0,006
"2018-05-15 23:00:00";3,609;-0,006
"2018-05-15 23:15:00";3,413;-0,007
"2018-05-15 23:30:00";3,442;-0,007
"2018-05-15 23:45:00";3,433;-0,007
"2018-05-16 00:00:00";3,408;-0,007
"2018-05-16 00:15:00";3,391;-0,007
"2018-05-16 00:30:00";3,299;-0,008
"2018-05-16 00:45:00";1,988;-0,007
"2018-05-16 01:00:00";3,43;-0,007
"2018-05-16 01:15:00";3,409;-0,007
"2018-05-16 01:30:00";3,06;-0,007
"2018-05-16 01:45:00";1,888;-0,007
"2018-05-16 02:00:00";2,955;-0,008
"2018-05-16 02:15:00";0,343;-0,006
"2018-05-16 02:30:00";2,437;-0,007
"2018-05-16 02:45:00";1,726;-0,006
"2018-05-16 03:00:00";2,44;-0,007
"2018-05-16 03:15:00";0,974;-0,007
"2018-05-16 03:30:00";1,008;-0,007
"2018-05-16 03:45:00";1,551;-0,006
"2018-05-16 05:00:00";0,358;-0,006
"2018-05-16 05:15:00";1,26;-0,005
"2018-05-16 05:30:00";0,566;-0,007
"2018-05-16 05:45:00";1,251;-0,007
"2018-05-16 06:00:00";0,402;-0,008
"2018-05-16 06:15:00";0,5;-0,007
"2018-05-16 06:30:00";0,673;-0,007
"2018-05-16 06:45:00";1,068;0,018
"2018-05-16 07:00:00";4,73;0,039
"2018-05-16 07:15:00";3,853;0,053
"2018-05-16 07:30:00";2,007;0,072
"2018-05-16 07:45:00";0,574;0,095
"2018-05-16 08:00:00";0,594;0,099
"2018-05-16 08:15:00";0,559;0,127
"2018-05-16 08:30:00";0,456;0,204
"2018-05-16 08:45:00";0,344;0,319
"2018-05-16 09:00:00";0,128;0,498
"2018-05-16 09:15:00";0,18;0,513
"2018-05-16 09:30:00";-0,187;0,863
"2018-05-16 09:45:00";-0,196;0,871
"2018-05-16 10:00:00";-0,53;1,066
"2018-05-16 10:15:00";-0,655;1,219
"2018-05-16 10:30:00";-0,664;1,375
"2018-05-16 10:45:00";0,039;1,515
"2018-05-16 11:00:00";0,125;1,616
"2018-05-16 11:15:00";0,162;1,719
"2018-05-16 11:30:00";-0,597;1,845
"2018-05-16 11:45:00";1,456;1,922
"2018-05-16 12:00:00";-0,407;2,017
"2018-05-16 12:15:00";2,084;2,112
"2018-05-16 12:30:00";2,174;2,16
"2018-05-16 12:45:00";2,008;2,186
"2018-05-16 13:00:00";2,076;2,21
"2018-05-16 13:15:00";2,017;2,262
"2018-05-16 13:30:00";1,938;2,275
"2018-05-16 13:45:00";1,854;2,27
"2018-05-16 14:00:00";2,051;2,256
"2018-05-16 14:15:00";2,044;2,228
"2018-05-16 14:30:00";2,064;2,213
"2018-05-16 14:45:00";2,032;2,165
"2018-05-16 15:00:00";1,997;2,097
"2018-05-16 15:15:00";2,178;2,026
"2018-05-16 15:30:00";2,356;1,937
"2018-05-16 15:45:00";2,409;1,837
"2018-05-16 16:00:00";2,438;1,724
"2018-05-16 16:15:00";2,603;1,584
"2018-05-16 16:30:00";2,672;1,449
"2018-05-16 16:45:00";2,876;1,29
"2018-05-16 17:00:00";1,982;1,165
"2018-05-16 17:15:00";-0,216;0,981
"2018-05-16 17:30:00";-0,024;0,832
"2018-05-16 17:45:00";0,818;0,663
"2018-05-16 18:00:00";3,831;0,507
"2018-05-16 18:15:00";4,136;0,356
"2018-05-16 18:30:00";4,361;0,237
"2018-05-16 18:45:00";4,319;0,138
"2018-05-16 19:00:00";4,455;0,07
"2018-05-16 19:15:00";4,64;0,005
"2018-05-16 19:30:00";4,603;-0,014
"2018-05-16 19:45:00";4,613;-0,008
"2018-05-16 20:00:00";4,481;-0,005
"2018-05-16 20:15:00";4,391;-0,005
"2018-05-16 20:30:00";4,288;-0,006
"2018-05-16 20:45:00";4,263;-0,006
"2018-05-16 21:00:00";4,316;-0,005
"2018-05-16 21:15:00";4,322;-0,005
"2018-05-16 21:30:00";4,299;-0,005
"2018-05-16 21:45:00";4,139;-0,006
"2018-05-16 22:00:00";4,124;-0,006
"2018-05-16 22:15:00";4,093;-0,006
"2018-05-16 22:30:00";3,991;-0,006
"2018-05-16 22:45:00";3,999;-0,006
"2018-05-16 23:00:00";4,035;-0,006
"2018-05-16 23:15:00";3,801;-0,006
"2018-05-16 23:30:00";3,629;-0,007
"2018-05-16 23:45:00";3,668;-0,006
"2018-05-17 00:00:00";3,861;-0,005
"2018-05-17 00:15:00";3,877;-0,005
"2018-05-17 00:30:00";3,637;-0,006
"2018-05-17 00:45:00";3,725;-0,006
"2018-05-17 01:00:00";3,708;-0,006
"2018-05-17 01:15:00";3,468;-0,006
"2018-05-17 01:30:00";2,344;-0,006
"2018-05-17 01:45:00";1,495;-0,005
"2018-05-17 02:00:00";2,79;-0,006
"2018-05-17 02:15:00";1,042;-0,005
"2018-05-17 02:30:00";2,11;-0,006
"2018-05-17 02:45:00";2,078;-0,006
"2018-05-17 03:00:00";0,817;-0,005
"2018-05-17 03:15:00";1,577;-0,006
"2018-05-17 03:30:00";1,838;-0,006
"2018-05-17 03:45:00";1,317;-0,005
"2018-05-17 04:00:00";0,929;-0,005
"2018-05-17 04:15:00";1,597;-0,005
"2018-05-17 04:30:00";1,496;-0,006
"2018-05-17 04:45:00";0,438;-0,006
"2018-05-17 05:00:00";1,309;-0,007
"2018-05-17 05:15:00";0,817;-0,006
"2018-05-17 05:30:00";1,045;-0,005
"2018-05-17 05:45:00";0,534;-0,005
"2018-05-17 06:00:00";1,249;-0,005
"2018-05-17 06:15:00";0,435;-0,006
"2018-05-17 06:30:00";0,393;-0,002
"2018-05-17 06:45:00";0,466;0,017
"2018-05-17 07:00:00";0,693;0,037
"2018-05-17 07:15:00";1,041;0,056
"2018-05-17 07:30:00";0,769;0,064
"2018-05-17 07:45:00";0,664;0,074
"2018-05-17 08:00:00";0,78;0,085
"2018-05-17 08:15:00";1,536;0,124
"2018-05-17 08:30:00";0,653;0,203
"2018-05-17 08:45:00";1,162;0,309
"2018-05-17 09:00:00";0,475;0,451
"2018-05-17 09:15:00";0,574;0,61
"2018-05-17 09:30:00";1,144;0,759
"2018-05-17 09:45:00";1,389;0,925
"2018-05-17 10:00:00";0,199;1,078
"2018-05-17 10:15:00";2,82;1,243
"2018-05-17 10:30:00";2,65;1,375
"2018-05-17 10:45:00";2,602;1,517
"2018-05-17 11:00:00";2,498;1,621
"2018-05-17 11:15:00";2,368;1,761
"2018-05-17 11:30:00";2,235;1,867
"2018-05-17 11:45:00";2,151;1,965
"2018-05-17 12:00:00";2,226;2,033
"2018-05-17 12:15:00";2,23;2,078
"2018-05-17 12:30:00";2,11;2,186
"2018-05-17 12:45:00";2,008;2,253
"2018-05-17 13:00:00";1,867;2,308
"2018-05-17 13:15:00";2,023;2,299
"2018-05-17 13:30:00";2,127;2,282
"2018-05-17 13:45:00";2,118;2,339
"2018-05-17 14:00:00";1,955;2,314
"2018-05-17 14:15:00";2,041;2,291
"2018-05-17 14:30:00";2,078;2,232
"2018-05-17 14:45:00";2,19;2,187
"2018-05-17 15:00:00";2,254;2,14
"2018-05-17 15:15:00";2,502;2,043
"2018-05-17 15:30:00";2,624;1,954
"2018-05-17 15:45:00";2,688;1,879
"2018-05-17 16:00:00";2,819;1,768
"2018-05-17 16:15:00";3,198;1,641
"2018-05-17 16:30:00";3,025;1,486
"2018-05-17 16:45:00";3,189;1,325
"2018-05-17 18:00:00";4,246;0,489
"2018-05-17 18:15:00";4,288;0,334
"2018-05-17 18:30:00";4,445;0,245
"2018-05-17 18:45:00";4,314;0,21
"2018-05-17 19:00:00";4,187;0,145
"2018-05-17 19:15:00";4,117;0,057
"2018-05-17 19:30:00";4,156;0,017
"2018-05-17 19:45:00";4,266;-0,009
"2018-05-17 20:00:00";4,238;-0,006
"2018-05-17 20:15:00";4,354;-0,006
"2018-05-17 20:30:00";4,392;-0,006
"2018-05-17 20:45:00";4,071;-0,006
"2018-05-17 21:00:00";4,124;-0,005
"2018-05-17 21:15:00";4,082;-0,005
"2018-05-17 21:30:00";4,022;-0,006
"2018-05-17 21:45:00";3,989;-0,006
"2018-05-17 22:00:00";3,887;-0,007
"2018-05-17 22:15:00";3,73;-0,008
"2018-05-17 22:30:00";3,838;-0,007
"2018-05-17 22:45:00";3,873;-0,007
"2018-05-17 23:00:00";3,834;-0,007
"2018-05-17 23:15:00";3,804;-0,007
"2018-05-17 23:30:00";3,704;-0,008
"2018-05-17 23:45:00";3,63;-0,008
"2018-05-18 00:00:00";3,715;-0,007
"2018-05-18 00:15:00";3,735;-0,007
"2018-05-18 00:30:00";3,709;-0,007
"2018-05-18 00:45:00";2,282;-0,006
"2018-05-18 01:00:00";2,69;-0,007
"2018-05-18 01:15:00";2;-0,007
"2018-05-18 01:30:00";1,385;-0,006
"2018-05-18 01:45:00";3,153;-0,006
"2018-05-18 02:00:00";3,581;-0,006
"2018-05-18 02:15:00";2,513;-0,006
"2018-05-18 02:30:00";1,906;-0,006
"2018-05-18 02:45:00";2,66;-0,007
"2018-05-18 03:00:00";0,53;-0,006
"2018-05-18 03:15:00";2,646;-0,006
"2018-05-18 03:30:00";2,05;-0,006
"2018-05-18 03:45:00";2,492;-0,006
"2018-05-18 04:00:00";0,866;-0,006
"2018-05-18 04:15:00";2,421;-0,006
"2018-05-18 04:30:00";1,496;-0,006
"2018-05-18 04:45:00";1,069;-0,006
"2018-05-18 05:00:00";1,693;-0,005
"2018-05-18 05:15:00";1,578;-0,005
"2018-05-18 05:30:00";0,807;-0,005
"2018-05-18 05:45:00";1,225;-0,006
"2018-05-18 06:00:00";1,396;-0,006
"2018-05-18 06:15:00";0,62;-0,005
"2018-05-18 06:30:00";1,368;0,002
"2018-05-18 06:45:00";0,744;0,041
"2018-05-18 07:00:00";0,637;0,092
"2018-05-18 07:15:00";0,927;0,147
"2018-05-18 07:30:00";0,773;0,116
"2018-05-18 07:45:00";0,576;0,218
"2018-05-18 08:00:00";0,427;0,296
"2018-05-18 08:15:00";0,265;0,408
"2018-05-18 08:30:00";3,475;0,332
"2018-05-18 08:45:00";3,423;0,402
"2018-05-18 09:00:00";1,105;0,494
"2018-05-18 09:15:00";2,729;0,622
"2018-05-18 09:30:00";0,091;0,803
"2018-05-18 09:45:00";0,197;0,94
"2018-05-18 10:00:00";2,207;1,136
"2018-05-18 10:15:00";3,006;1,267
"2018-05-18 10:30:00";0,259;1,436
"2018-05-18 10:45:00";1,87;1,571
"2018-05-18 11:00:00";0,121;1,691
"2018-05-18 11:15:00";1,094;1,822
"2018-05-18 11:30:00";1,132;1,929
"2018-05-18 11:45:00";0,355;2,005
"2018-05-18 12:00:00";1,818;2,067
"2018-05-18 12:15:00";-0,493;2,18
"2018-05-18 12:30:00";0,53;2,253
"2018-05-18 12:45:00";1,232;2,345
"2018-05-18 14:00:00";0,333;2,433
"2018-05-18 14:15:00";1,358;2,432
"2018-05-18 14:30:00";-0,346;2,474
"2018-05-18 14:45:00";0,525;2,256
"2018-05-18 15:00:00";1,663;2,245
"2018-05-18 15:15:00";1,1;1,525
"2018-05-18 15:30:00";2,941;1,161
"2018-05-18 15:45:00";1,519;1,233
"2018-05-18 16:00:00";-0,268;1,699
"2018-05-18 16:15:00";1,69;1,426
"2018-05-18 16:30:00";1,443;1,285
"2018-05-18 16:45:00";0,332;1,466
"2018-05-18 18:00:00";2,041;0,472
"2018-05-18 18:15:00";5,021;0,396
"2018-05-18 18:30:00";2,687;0,249
"2018-05-18 18:45:00";4,539;0,153
"2018-05-18 19:00:00";4,755;0,095
"2018-05-18 19:15:00";7,02;0,062
"2018-05-18 19:30:00";5,486;0,002
"2018-05-18 19:45:00";4,526;-0,006
"2018-05-18 20:00:00";4,474;-0,005
"2018-05-18 20:15:00";4,465;-0,005
"2018-05-18 20:30:00";4,369;-0,006
"2018-05-18 20:45:00";2,303;-0,006
"2018-05-18 21:00:00";3,832;-0,006
"2018-05-18 21:15:00";1,09;-0,005
"2018-05-18 21:30:00";3,538;-0,006
"2018-05-18 21:45:00";1,882;-0,005
"2018-05-18 22:00:00";1,869;-0,005
"2018-05-18 22:15:00";2,532;-0,006
"2018-05-18 22:30:00";1,174;-0,005
"2018-05-18 22:45:00";2,754;-0,006
"2018-05-18 23:00:00";1,105;-0,005
"2018-05-18 23:15:00";1,339;-0,005
"2018-05-18 23:30:00";1,725;-0,006
"2018-05-18 23:45:00";0,671;-0,006
"2018-05-19 00:00:00";1,674;-0,006
"2018-05-19 00:15:00";1,605;-0,005
"2018-05-19 00:30:00";1,402;-0,005
"2018-05-19 00:45:00";2,023;-0,005
"2018-05-19 01:00:00";0,388;-0,006
"2018-05-19 01:15:00";2,176;-0,005
"2018-05-19 01:30:00";0,63;-0,004
"2018-05-19 01:45:00";1,176;-0,006
"2018-05-19 02:00:00";1,161;-0,006
"2018-05-19 02:15:00";0,405;-0,006
"2018-05-19 02:30:00";1,74;-0,006
"2018-05-19 02:45:00";0,515;-0,005
"2018-05-19 03:00:00";0,494;-0,005
"2018-05-19 03:15:00";0,42;-0,006
"2018-05-19 03:30:00";0,406;-0,006
"2018-05-19 03:45:00";1,267;-0,006
"2018-05-19 04:00:00";0,958;-0,006
"2018-05-19 04:15:00";0,484;-0,005
"2018-05-19 04:30:00";0,406;-0,006
"2018-05-19 04:45:00";1,669;-0,007
"2018-05-19 05:00:00";0,471;-0,005
"2018-05-19 05:15:00";0,472;-0,005
"2018-05-19 05:30:00";0,474;-0,006
"2018-05-19 05:45:00";0,393;-0,006
"2018-05-19 06:00:00";0,375;-0,006
"2018-05-19 06:15:00";1,688;-0,006
"2018-05-19 06:30:00";0,469;0,006
"2018-05-19 06:45:00";0,405;0,053
"2018-05-19 07:00:00";0,285;0,085
"2018-05-19 07:15:00";0,219;0,166
"2018-05-19 07:30:00";1,262;0,059
"2018-05-19 07:45:00";0,614;0,071
"2018-05-19 08:00:00";0,553;0,105
"2018-05-19 08:15:00";1,82;0,26
"2018-05-19 08:30:00";0,463;0,315
"2018-05-19 08:45:00";0,368;0,449
"2018-05-19 09:00:00";0,797;0,703
"2018-05-19 09:15:00";0,176;0,535
"2018-05-19 09:30:00";0,548;1,01
"2018-05-19 09:45:00";-0,287;1,025
"2018-05-19 10:00:00";0,741;0,789
"2018-05-19 10:15:00";-0,354;1,212
"2018-05-19 10:30:00";-0,294;1,582
"2018-05-19 10:45:00";0,677;1,827
"2018-05-19 11:00:00";0,794;1,682
"2018-05-19 11:15:00";1,487;1,478
"2018-05-19 11:30:00";0,191;1,302
"2018-05-19 11:45:00";1,36;1,737
"2018-05-19 12:00:00";0,235;2,228
"2018-05-19 12:15:00";-0,2;1,954
"2018-05-19 12:30:00";0,896;2,33
"2018-05-19 12:45:00";0,407;2,344
"2018-05-19 13:00:00";0,081;2,234
"2018-05-19 13:15:00";0,746;1,926
"2018-05-19 13:30:00";2,265;2,079
"2018-05-19 13:45:00";-0,258;2,3
"2018-05-19 14:00:00";1,305;2,246
"2018-05-19 14:15:00";1,681;1,449
"2018-05-19 14:30:00";0,193;2,097
"2018-05-19 14:45:00";2,389;1,516
"2018-05-19 15:00:00";1,088;2,158
"2018-05-19 15:15:00";0,231;2,227
"2018-05-19 15:30:00";2,243;1,869
"2018-05-19 15:45:00";1,948;0,828
"2018-05-19 16:00:00";2,388;0,647
"2018-05-19 16:15:00";3,61;0,575
"2018-05-19 16:30:00";1,583;1,119
"2018-05-19 16:45:00";2,965;1,285
"2018-05-19 17:00:00";1,865;1,137
"2018-05-19 17:15:00";3,75;1,183
"2018-05-19 17:30:00";4,201;1,082
"2018-05-19 17:45:00";3,947;0,786
"2018-05-19 18:00:00";4,301;0,407
"2018-05-19 18:15:00";4,374;0,367
"2018-05-19 18:30:00";4,229;0,243
"2018-05-19 18:45:00";0,725;0,2
"2018-05-19 19:00:00";0,776;0,089
"2018-05-19 19:15:00";0,749;0,039
"2018-05-19 19:30:00";0,772;0,009
"2018-05-19 19:45:00";0,881;-0,008
"2018-05-19 20:00:00";0,868;-0,004
"2018-05-19 20:15:00";0,983;-0,005
"2018-05-19 20:30:00";0,985;-0,006
"2018-05-19 20:45:00";0,939;-0,006
"2018-05-19 21:00:00";1,452;-0,006
"2018-05-19 21:15:00";2,07;-0,006
"2018-05-19 21:30:00";2,403;-0,006
"2018-05-19 21:45:00";0,821;-0,007
"2018-05-19 22:00:00";0,802;-0,007
"2018-05-19 22:15:00";0,877;-0,006
"2018-05-19 22:30:00";0,898;-0,006
"2018-05-19 22:45:00";0,893;-0,006
"2018-05-19 23:00:00";2,524;-0,005
"2018-05-19 23:15:00";0,988;-0,005
"2018-05-19 23:30:00";1,638;-0,005
"2018-05-19 23:45:00";1,863;-0,006
"2018-05-20 00:00:00";1,832;-0,006
"2018-05-20 00:15:00";0,589;-0,006
"2018-05-20 00:30:00";1,562;-0,007
"2018-05-20 00:45:00";1,544;-0,006
"2018-05-20 01:00:00";0,589;-0,005
"2018-05-20 01:15:00";1,517;-0,006
"2018-05-20 01:30:00";1,5;-0,006
"2018-05-20 01:45:00";0,583;-0,006
"2018-05-20 02:00:00";1,132;-0,005
"2018-05-20 02:15:00";0,853;-0,006
"2018-05-20 02:30:00";0,596;-0,005
"2018-05-20 02:45:00";1,363;-0,006
"2018-05-20 03:00:00";0,522;-0,006
"2018-05-20 03:15:00";0,572;-0,005
"2018-05-20 03:30:00";0,585;-0,006
"2018-05-20 03:45:00";0,577;-0,006
"2018-05-20 04:00:00";1,246;-0,006
"2018-05-20 04:15:00";0,548;-0,006
"2018-05-20 04:30:00";0,517;-0,006
"2018-05-20 04:45:00";0,915;-0,006
"2018-05-20 05:00:00";0,905;-0,006
"2018-05-20 05:15:00";0,479;-0,006
"2018-05-20 05:30:00";0,437;-0,007
"2018-05-20 05:45:00";1,197;-0,006
"2018-05-20 06:00:00";0,592;-0,005
"2018-05-20 06:15:00";0,578;-0,006
"2018-05-20 06:30:00";0,499;-0,007
"2018-05-20 06:45:00";0,351;0,013
"2018-05-20 07:00:00";0,482;0,069
"2018-05-20 07:15:00";0,652;0,122
"2018-05-20 07:30:00";0,573;0,104
"2018-05-20 07:45:00";0,385;0,243
"2018-05-20 08:00:00";0,189;0,3
"2018-05-20 08:15:00";0,319;0,239
"2018-05-20 08:30:00";0,691;0,193
"2018-05-20 08:45:00";0,201;0,497
"2018-05-20 09:00:00";0,38;0,39
"2018-05-20 09:15:00";0,432;0,176
"2018-05-20 09:30:00";0,527;0,187
"2018-05-20 09:45:00";0,59;0,256
"2018-05-20 10:00:00";0,567;0,257
"2018-05-20 10:15:00";0,082;0,946
"2018-05-20 10:30:00";0,015;0,922
"2018-05-20 10:45:00";0,9;0,75
"2018-05-20 11:00:00";-0,303;1,111
"2018-05-20 11:15:00";1,225;0,547
"2018-05-20 11:30:00";1,489;0,264
"2018-05-20 11:45:00";0,258;0,624
"2018-05-20 12:00:00";1,346;0,889
"2018-05-20 12:15:00";0,671;0,283
"2018-05-20 12:30:00";1,852;0,092
"2018-05-20 12:45:00";0,881;-0,007
"2018-05-20 13:00:00";1,375;0,035
"2018-05-20 13:15:00";0,647;0,069
"2018-05-20 13:30:00";0,59;0,169
"2018-05-20 13:45:00";1,341;0,221
"2018-05-20 14:00:00";0,764;0,137
"2018-05-20 14:15:00";1,273;0,13
"2018-05-20 14:30:00";0,743;0,255
"2018-05-20 14:45:00";0,376;0,479
"2018-05-20 15:00:00";1,621;0,633
"2018-05-20 15:15:00";2,817;1,026
"2018-05-20 15:30:00";-0,626;1,624
"2018-05-20 15:45:00";0,01;1,594
"2018-05-20 16:00:00";0,496;1,221
"2018-05-20 16:15:00";0,037;0,854
"2018-05-20 16:30:00";1,074;0,678
"2018-05-20 16:45:00";1,122;0,613
"2018-05-20 17:00:00";0,303;0,619
"2018-05-20 17:15:00";1,212;0,531
"2018-05-20 17:30:00";1,696;0,349
"2018-05-20 17:45:00";0,718;0,335
"2018-05-20 18:00:00";1,474;0,306
"2018-05-20 18:15:00";1,135;0,225
"2018-05-20 18:30:00";1,226;0,143
"2018-05-20 18:45:00";2,408;0,059
"2018-05-20 19:00:00";3,652;0,008
"2018-05-20 19:15:00";7,302;-0,012
"2018-05-20 19:30:00";3,732;-0,013
"2018-05-20 19:45:00";4,121;-0,012
"2018-05-20 20:00:00";3,344;-0,009
"2018-05-20 20:15:00";2,308;-0,015
"2018-05-20 20:30:00";2,875;-0,007
"2018-05-20 20:45:00";1,816;-0,008
"2018-05-20 21:00:00";5,992;-0,006
"2018-05-20 21:15:00";4,658;-0,007
"2018-05-20 21:30:00";2,052;-0,007
"2018-05-20 21:45:00";0,438;-0,007
"2018-05-20 22:00:00";0,384;-0,007
"2018-05-20 22:15:00";0,432;-0,006
"2018-05-20 22:30:00";0,591;-0,006
"2018-05-20 22:45:00";0,49;-0,006
"2018-05-20 23:00:00";0,425;-0,007
"2018-05-20 23:15:00";0,431;-0,007
"2018-05-20 23:30:00";0,456;-0,007
"2018-05-20 23:45:00";0,512;-0,006
"2018-05-21 00:00:00";0,487;-0,007
"2018-05-21 00:15:00";0,422;-0,007
"2018-05-21 00:30:00";0,419;-0,007
"2018-05-21 00:45:00";0,385;-0,006
"2018-05-21 01:00:00";0,388;-0,006
"2018-05-21 01:15:00";0,372;-0,006
"2018-05-21 01:30:00";0,304;-0,006
"2018-05-21 01:45:00";0,281;-0,006
"2018-05-21 02:00:00";0,31;-0,006
"2018-05-21 02:15:00";0,386;-0,005
"2018-05-21 02:30:00";0,377;-0,006
"2018-05-21 02:45:00";0,296;-0,006
"2018-05-21 04:00:00";0,297;-0,006
"2018-05-21 04:15:00";0,25;-0,007
"2018-05-21 04:30:00";0,31;-0,006
"2018-05-21 04:45:00";0,379;-0,005
"2018-05-21 05:00:00";0,367;-0,005
"2018-05-21 05:15:00";0,444;-0,006
"2018-05-21 05:30:00";0,41;-0,007
"2018-05-21 05:45:00";0,473;-0,007
"2018-05-21 06:00:00";0,882;-0,007
"2018-05-21 06:15:00";1,003;-0,007
"2018-05-21 06:30:00";0,921;-0,001
"2018-05-21 06:45:00";0,983;0,056
"2018-05-21 07:00:00";0,957;0,117
"2018-05-21 07:15:00";1,063;0,171
"2018-05-21 07:30:00";0,588;0,221
"2018-05-21 07:45:00";0,611;0,209
"2018-05-21 09:00:00";0,413;0,328
"2018-05-21 09:15:00";0,433;0,3
"2018-05-21 09:30:00";0,377;0,369
"2018-05-21 09:45:00";-0,024;0,742
"2018-05-21 10:00:00";0,076;0,637
"2018-05-21 10:15:00";-0,07;0,686
"2018-05-21 10:30:00";-0,204;0,854
"2018-05-21 10:45:00";0,058;0,689
"2018-05-21 11:00:00";0,023;0,664
"2018-05-21 11:15:00";-0,205;0,718
"2018-05-21 11:30:00";0,084;0,572
"2018-05-21 11:45:00";0,146;0,659
"2018-05-21 12:00:00";0,018;0,507
"2018-05-21 12:15:00";0,046;0,54
"2018-05-21 12:30:00";-0,154;0,645
"2018-05-21 12:45:00";-0,124;0,6
"2018-05-21 13:00:00";-0,324;0,878
"2018-05-21 13:15:00";-0,93;1,429
"2018-05-21 13:30:00";-1,545;2,048
"2018-05-21 13:45:00";-1,6;2,127
"2018-05-21 14:00:00";-1,457;1,945
"2018-05-21 14:15:00";-0,723;1,26
"2018-05-21 14:30:00";0,136;1,219
"2018-05-21 14:45:00";-0,657;1,168
"2018-05-21 15:00:00";0,199;1,528
"2018-05-21 15:15:00";1,693;1,805
"2018-05-21 15:30:00";-0,814;1,974
"2018-05-21 15:45:00";1,107;1,884
"2018-05-21 16:00:00";0,639;1,922
"2018-05-21 16:15:00";0,992;1,642
"2018-05-21 16:30:00";1,334;1,729
"2018-05-21 16:45:00";3,26;1,162
"2018-05-21 17:00:00";-0,424;1,547
"2018-05-21 17:15:00";2,398;1,413
"2018-05-21 17:30:00";0,73;1,208
"2018-05-21 17:45:00";1,192;1,073
